order_id,date,region,category,channel,units,unit_price,revenue,cost
5224,2024-10-17,West,Electronics,In-Store,3,168.92,506.76,295.97
5225,2024-10-17,East,Electronics,Mobile App,4,186.36,782.73,458.79
5226,2024-10-17,South,Beauty,Online,2,23.08,34.63,22.23
5227,2024-10-17,North,Apparel,In-Store,2,49.59,114.06,73.15
5228,2024-10-17,North,Home & Kitchen,Online,1,66.15,76.07,48.71
5229,2024-10-17,West,Electronics,Online,1,222.13,222.13,148.17
5230,2024-10-17,South,Beauty,In-Store,3,26.3,59.18,36.57
5231,2024-10-17,North,Home & Kitchen,Mobile App,2,66.56,153.08,85.6
5232,2024-10-17,East,Home & Kitchen,Mobile App,3,85.34,268.83,179.09
5233,2024-10-17,West,Beauty,In-Store,2,30.64,61.28,38.68
5234,2024-10-17,North,Apparel,Online,4,53.21,244.78,135.82
5235,2024-10-17,West,Apparel,In-Store,4,45.8,183.2,113.89
5236,2024-10-17,South,Beauty,Mobile App,4,27.6,82.8,55.62
5237,2024-10-18,East,Beauty,Mobile App,1,30.51,32.04,21.77
5238,2024-10-18,North,Apparel,Online,1,49.38,56.79,31.3
5239,2024-10-18,East,Apparel,In-Store,2,45.06,94.63,52.64
5240,2024-10-18,South,Sports,Online,1,59.63,44.72,27.62
5241,2024-10-18,West,Apparel,In-Store,4,47.17,188.67,114.32
5242,2024-10-18,South,Beauty,Online,3,25.25,56.82,36.27
5243,2024-10-18,East,Beauty,Mobile App,4,20.13,84.54,50.57
5244,2024-10-18,West,Beauty,Online,1,27.06,27.06,17.82
5245,2024-10-18,North,Beauty,In-Store,4,23.71,109.07,71.63
5246,2024-10-18,West,Electronics,Mobile App,2,191.01,382.01,256.71
5247,2024-10-18,North,Beauty,Mobile App,1,24.9,28.63,17.85
5248,2024-10-18,South,Electronics,In-Store,3,191.99,431.99,237.99
5249,2024-10-18,South,Apparel,In-Store,1,51.21,38.41,22.83
5250,2024-10-19,North,Beauty,Mobile App,2,30.22,69.51,40.58
5251,2024-10-19,East,Home & Kitchen,Online,4,75.9,318.77,208.07
5252,2024-10-19,East,Electronics,Online,3,178.05,560.85,357.03
5253,2024-10-19,West,Home & Kitchen,In-Store,2,59.73,119.47,74.1
5254,2024-10-19,North,Home & Kitchen,Online,3,65.4,225.63,150.09
5255,2024-10-19,West,Beauty,Online,1,22.78,22.78,13.87
5256,2024-10-19,North,Apparel,Mobile App,4,50.22,231.01,128.97
5257,2024-10-19,East,Beauty,Online,3,27.28,85.92,56.14
5258,2024-10-20,South,Sports,In-Store,2,53.08,79.63,48.53
5259,2024-10-20,North,Beauty,Online,4,29.07,133.72,89.33
5260,2024-10-20,East,Electronics,Online,1,190.48,200.01,128.17
5261,2024-10-20,North,Apparel,Online,1,38.15,43.87,25.86
5262,2024-10-20,North,Beauty,Online,4,23.2,106.7,61.05
5263,2024-10-20,East,Home & Kitchen,In-Store,2,51.26,107.64,64.58
5264,2024-10-20,West,Apparel,In-Store,1,45.84,45.84,25.32
5265,2024-10-20,East,Apparel,Online,2,50.5,106.05,70.08
5266,2024-10-20,East,Beauty,Mobile App,3,22.73,71.61,42.07
5267,2024-10-20,North,Electronics,Online,1,212.87,244.8,158.2
5268,2024-10-20,North,Apparel,Online,4,49.18,226.22,129.08
5269,2024-10-20,South,Home & Kitchen,Mobile App,1,69.19,51.89,33.03
5270,2024-10-20,North,Sports,Online,3,43.77,151.0,101.2
5271,2024-10-20,North,Beauty,Mobile App,2,32.72,75.25,48.46
5272,2024-10-21,West,Sports,In-Store,2,55.22,110.43,66.23
5273,2024-10-21,West,Apparel,Online,2,33.86,67.72,38.69
5274,2024-10-21,East,Apparel,Mobile App,1,43.87,46.06,27.28
5275,2024-10-21,East,Home & Kitchen,Online,3,66.2,208.52,137.34
5276,2024-10-21,North,Beauty,Mobile App,4,31.37,144.3,81.51
5277,2024-10-21,East,Sports,Online,4,60.82,255.42,141.5
5278,2024-10-21,North,Electronics,Online,1,181.41,208.62,137.73
5279,2024-10-21,East,Apparel,Online,1,46.4,48.72,32.42
5280,2024-10-21,South,Electronics,Online,1,170.26,127.7,72.35
5281,2024-10-21,South,Home & Kitchen,Online,3,68.88,154.98,95.53
5282,2024-10-21,West,Beauty,Mobile App,2,28.87,57.73,36.56
5283,2024-10-21,East,Apparel,In-Store,2,40.98,86.05,57.14
5284,2024-10-21,North,Electronics,In-Store,4,155.52,715.39,423.23
5285,2024-10-21,East,Beauty,Mobile App,1,28.68,30.11,20.17
5286,2024-10-21,East,Electronics,Online,2,200.54,421.13,245.14
5287,2024-10-21,South,Home & Kitchen,Online,4,56.85,170.55,93.88
5288,2024-10-22,West,Home & Kitchen,In-Store,4,74.57,298.3,171.09
5289,2024-10-22,North,Home & Kitchen,Online,1,67.15,77.22,42.49
5290,2024-10-22,West,Electronics,In-Store,4,197.33,789.31,493.6
5291,2024-10-22,North,Apparel,Online,4,40.55,186.53,103.58
5292,2024-10-22,North,Home & Kitchen,Online,4,69.71,320.65,183.26
5293,2024-10-22,South,Apparel,Online,1,38.88,29.16,19.25
5294,2024-10-22,East,Home & Kitchen,Online,3,65.7,206.95,132.54
5295,2024-10-22,West,Home & Kitchen,Online,3,65.52,196.57,113.89
5296,2024-10-22,West,Beauty,Online,1,26.76,26.76,15.92
5297,2024-10-22,North,Beauty,Mobile App,4,30.79,141.62,87.68
5298,2024-10-22,South,Sports,Mobile App,4,64.75,194.24,121.26
5299,2024-10-22,East,Apparel,In-Store,1,49.36,51.83,30.19
5300,2024-10-22,East,Apparel,In-Store,1,45.74,48.03,26.47
5301,2024-10-22,West,Home & Kitchen,Online,1,69.7,69.7,44.22
5302,2024-10-23,West,Home & Kitchen,Online,3,57.86,173.59,104.02
5303,2024-10-23,South,Electronics,Mobile App,2,158.09,237.13,151.45
5304,2024-10-23,East,Beauty,In-Store,1,31.52,33.1,21.19
5305,2024-10-23,East,Electronics,Mobile App,4,194.51,816.95,464.84
5306,2024-10-23,South,Electronics,Mobile App,1,183.27,137.45,79.59
5307,2024-10-23,North,Sports,Mobile App,4,57.0,262.21,153.61
5308,2024-10-23,East,Home & Kitchen,Online,3,59.53,187.53,107.38
5309,2024-10-23,South,Sports,Online,3,51.39,115.62,69.39
5310,2024-10-23,North,Beauty,Online,3,27.53,94.98,53.85
5311,2024-10-23,North,Electronics,Mobile App,1,238.06,273.77,165.7
5312,2024-10-23,South,Apparel,Mobile App,2,52.18,78.28,52.14
5313,2024-10-23,West,Apparel,Online,3,61.33,183.98,106.51
5314,2024-10-23,North,Apparel,Mobile App,3,39.29,135.56,86.32
5315,2024-10-23,West,Beauty,Online,2,27.46,54.91,35.74
5316,2024-10-23,South,Sports,Mobile App,2,46.72,70.09,45.88
5317,2024-10-24,North,Home & Kitchen,Online,2,53.88,123.92,77.42
5318,2024-10-24,West,Apparel,In-Store,3,54.3,162.91,93.68
5319,2024-10-24,North,Electronics,In-Store,1,159.0,182.86,118.73
5320,2024-10-24,West,Beauty,In-Store,1,24.23,24.23,14.34
5321,2024-10-24,South,Electronics,In-Store,3,164.8,370.81,230.47
5322,2024-10-24,South,Home & Kitchen,Mobile App,4,57.22,171.65,95.45
5323,2024-10-24,East,Sports,Online,2,57.9,121.59,78.7
5324,2024-10-24,South,Electronics,In-Store,1,190.5,142.87,84.68
5325,2024-10-24,South,Electronics,Mobile App,2,164.74,247.11,167.09
5326,2024-10-24,North,Apparel,In-Store,4,43.03,197.92,131.4
5327,2024-10-24,South,Beauty,Online,2,31.32,46.98,30.36
5328,2024-10-24,South,Electronics,Online,1,172.98,129.74,74.04
5329,2024-10-24,North,Electronics,Online,2,175.06,402.64,235.17
5330,2024-10-24,North,Home & Kitchen,Online,2,67.4,155.03,105.23
5331,2024-10-25,South,Sports,Mobile App,3,54.05,121.61,75.97
5332,2024-10-25,West,Sports,In-Store,2,51.57,103.14,62.71
5333,2024-10-25,North,Sports,Online,2,35.28,81.14,46.05
5334,2024-10-25,East,Electronics,Online,2,176.45,370.54,242.42
5335,2024-10-25,North,Apparel,In-Store,4,48.98,225.3,151.27
5336,2024-10-25,West,Beauty,Mobile App,3,22.18,66.55,39.65
5337,2024-10-25,East,Electronics,Online,3,135.18,425.81,236.7
5338,2024-10-25,East,Sports,In-Store,3,54.16,170.62,109.44
5339,2024-10-25,West,Sports,Mobile App,2,57.58,115.15,70.77
5340,2024-10-25,East,Sports,In-Store,1,58.31,61.23,37.02
5341,2024-10-25,South,Home & Kitchen,Online,4,83.91,251.73,140.83
5342,2024-10-25,North,Apparel,Online,1,49.0,56.35,34.77
5343,2024-10-25,East,Beauty,Mobile App,3,27.84,87.68,50.93
5344,2024-10-26,East,Electronics,Online,4,206.41,866.91,579.77
5345,2024-10-26,South,Apparel,In-Store,1,46.49,34.87,19.39
5346,2024-10-26,East,Home & Kitchen,Online,2,61.72,129.61,76.63
5347,2024-10-26,South,Electronics,Mobile App,3,171.26,385.33,219.93
5348,2024-10-26,South,Beauty,In-Store,1,24.87,18.65,11.9
5349,2024-10-26,West,Apparel,In-Store,4,44.07,176.29,100.68
5350,2024-10-26,West,Apparel,Online,2,54.6,109.21,71.04
5351,2024-10-26,South,Electronics,In-Store,4,165.57,496.72,277.44
5352,2024-10-26,South,Home & Kitchen,Online,4,74.41,223.22,134.08
5353,2024-10-26,North,Home & Kitchen,In-Store,4,74.26,341.6,210.05
5354,2024-10-26,East,Sports,In-Store,1,57.06,59.91,35.67
5355,2024-10-26,East,Apparel,Online,4,44.13,185.33,123.16
5356,2024-10-26,South,Sports,In-Store,3,69.96,157.4,101.43
5357,2024-10-27,East,Beauty,In-Store,3,32.89,103.6,64.18
5358,2024-10-27,South,Beauty,In-Store,1,32.41,24.3,15.12
5359,2024-10-27,East,Apparel,In-Store,3,40.98,129.07,84.55
5360,2024-10-27,East,Home & Kitchen,Online,4,61.91,260.02,170.56
5361,2024-10-27,East,Beauty,In-Store,2,27.71,58.18,39.32
5362,2024-10-27,East,Electronics,Online,4,203.11,853.08,549.87
5363,2024-10-27,North,Apparel,Online,4,39.03,179.55,102.97
5364,2024-10-27,East,Beauty,Mobile App,3,26.34,82.96,55.23
5365,2024-10-27,North,Apparel,Online,4,50.76,233.51,139.27
5366,2024-10-27,North,Electronics,In-Store,4,189.83,873.23,509.6
5367,2024-10-27,North,Home & Kitchen,Mobile App,2,67.88,156.13,94.55
5368,2024-10-27,West,Home & Kitchen,Online,2,68.77,137.54,83.93
5369,2024-10-27,East,Apparel,In-Store,4,40.7,170.92,112.37
5370,2024-10-27,West,Apparel,In-Store,2,48.01,96.03,59.3
5371,2024-10-27,West,Electronics,Online,3,185.81,557.44,364.26
5372,2024-10-28,East,Sports,Online,4,53.57,225.0,137.4
5373,2024-10-28,East,Electronics,In-Store,3,224.55,707.34,406.37
5374,2024-10-28,North,Apparel,In-Store,4,42.95,197.57,111.98
5375,2024-10-28,East,Sports,Online,3,47.98,151.14,98.68
5376,2024-10-28,West,Electronics,In-Store,4,172.08,688.3,385.85
5377,2024-10-28,West,Beauty,Online,3,34.34,103.03,62.79
5378,2024-10-28,West,Apparel,In-Store,2,53.4,106.8,65.51
5379,2024-10-28,West,Beauty,Online,4,29.89,119.58,69.76
5380,2024-10-28,West,Beauty,Online,4,27.21,108.84,61.26
5381,2024-10-28,West,Electronics,In-Store,1,158.4,158.4,103.72
5382,2024-10-28,West,Sports,Online,4,45.41,181.64,115.95
5383,2024-10-29,North,Electronics,Online,2,203.05,467.02,259.28
5384,2024-10-29,North,Apparel,Online,1,38.88,44.71,28.2
5385,2024-10-29,South,Beauty,Online,2,23.88,35.83,20.66
5386,2024-10-29,East,Sports,Online,4,55.19,231.81,140.09
5387,2024-10-29,North,Beauty,In-Store,2,30.32,69.73,46.51
5388,2024-10-29,West,Apparel,Online,3,49.76,149.28,87.4
5389,2024-10-29,East,Apparel,Online,2,47.71,100.19,59.66
5390,2024-10-29,West,Beauty,In-Store,1,27.6,27.6,15.42
5391,2024-10-29,South,Electronics,Online,2,167.19,250.78,164.35
